source_id,recommendation_id,source_name,source_type,trust_level,last_updated,description,data_collected
SRC-01568,REC-0394,Security Logs,SIEM Stream,Very High,2026-05-19 23:11,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01569,REC-0394,Malware Detection Engine,Antivirus Scanner,Low,2026-05-19 23:26,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01570,REC-0394,Historical Incident Records,Incident Registry,Very High,2026-05-19 23:26,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01571,REC-0395,Network Activity,NetFlow Collector,High,2026-06-05 23:26,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01572,REC-0395,Network Anomaly Detection,IDS/IPS System,Very High,2026-06-05 23:29,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01573,REC-0395,Threat Intelligence Feeds,External Threat Intel,High,2026-06-05 23:25,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01574,REC-0395,Historical Incident Records,Incident Registry,High,2026-06-05 23:47,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01575,REC-0396,Security Logs,SIEM Stream,Very High,2026-05-11 23:11,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01576,REC-0396,Authentication Events,Identity Provider,Very High,2026-05-11 23:56,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01577,REC-0396,Patch Compliance Records,Systems Management,High,2026-05-11 23:25,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01578,REC-0396,Endpoint Detection Systems,EDR Engine,Very High,2026-05-11 23:39,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01579,REC-0396,Threat Intelligence Feeds,External Threat Intel,High,2026-05-11 23:57,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01580,REC-0397,Security Logs,SIEM Stream,High,2026-05-13 23:51,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01581,REC-0397,Patch Compliance Records,Systems Management,Very High,2026-05-13 23:08,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01582,REC-0397,Endpoint Detection Systems,EDR Engine,Very High,2026-05-13 23:35,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01583,REC-0397,Device Telemetry,Endpoint Agent,Moderate,2026-05-13 23:52,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01584,REC-0398,Threat Intelligence Feeds,External Threat Intel,High,2026-05-09 23:07,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01585,REC-0398,Endpoint Detection Systems,EDR Engine,High,2026-05-09 23:18,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01586,REC-0398,Network Activity,NetFlow Collector,High,2026-05-09 23:19,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01587,REC-0398,Malware Detection Engine,Antivirus Scanner,Very High,2026-05-09 23:39,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01588,REC-0398,Historical Incident Records,Incident Registry,High,2026-05-09 23:32,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01589,REC-0399,Network Anomaly Detection,IDS/IPS System,High,2026-06-09 23:34,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01590,REC-0399,Security Logs,SIEM Stream,High,2026-06-09 23:36,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01591,REC-0399,Authentication Events,Identity Provider,High,2026-06-09 23:40,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01592,REC-0399,Endpoint Detection Systems,EDR Engine,High,2026-06-09 23:02,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01593,REC-0399,Device Telemetry,Endpoint Agent,High,2026-06-09 23:19,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01594,REC-0400,Network Anomaly Detection,IDS/IPS System,High,2026-06-03 23:21,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01595,REC-0400,Historical Incident Records,Incident Registry,High,2026-06-03 23:36,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01596,REC-0400,Device Telemetry,Endpoint Agent,Very High,2026-06-03 23:10,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01597,REC-0400,Endpoint Detection Systems,EDR Engine,Very High,2026-06-03 23:39,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01598,REC-0400,Malware Detection Engine,Antivirus Scanner,High,2026-06-03 23:17,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01599,REC-0401,Security Logs,SIEM Stream,High,2026-05-11 23:56,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01600,REC-0401,Patch Compliance Records,Systems Management,Very High,2026-05-11 23:06,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01601,REC-0401,Malware Detection Engine,Antivirus Scanner,High,2026-05-11 23:10,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01602,REC-0401,Historical Incident Records,Incident Registry,High,2026-05-11 23:56,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01603,REC-0401,Network Activity,NetFlow Collector,High,2026-05-11 23:16,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01604,REC-0402,Threat Intelligence Feeds,External Threat Intel,Very High,2026-06-16 23:36,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01605,REC-0402,Authentication Events,Identity Provider,Very High,2026-06-16 23:18,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01606,REC-0402,Device Telemetry,Endpoint Agent,Very High,2026-06-16 23:25,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01607,REC-0402,Endpoint Detection Systems,EDR Engine,Very High,2026-06-16 23:48,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01608,REC-0402,Patch Compliance Records,Systems Management,Very High,2026-06-16 23:25,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01609,REC-0403,Malware Detection Engine,Antivirus Scanner,High,2026-06-11 23:39,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01610,REC-0403,Network Activity,NetFlow Collector,Very High,2026-06-11 23:10,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01611,REC-0403,Historical Incident Records,Incident Registry,Moderate,2026-06-11 23:02,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01612,REC-0403,Endpoint Detection Systems,EDR Engine,Very High,2026-06-11 23:19,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01613,REC-0403,Device Telemetry,Endpoint Agent,High,2026-06-11 23:38,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01614,REC-0404,Malware Detection Engine,Antivirus Scanner,Very High,2026-05-23 23:50,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01615,REC-0404,Endpoint Detection Systems,EDR Engine,High,2026-05-23 23:53,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01616,REC-0404,Authentication Events,Identity Provider,Very High,2026-05-23 23:52,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01617,REC-0404,Device Telemetry,Endpoint Agent,High,2026-05-23 23:30,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01618,REC-0404,Network Activity,NetFlow Collector,High,2026-05-23 23:34,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01619,REC-0405,Patch Compliance Records,Systems Management,High,2026-05-18 23:36,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01620,REC-0405,Malware Detection Engine,Antivirus Scanner,High,2026-05-18 23:12,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01621,REC-0405,Historical Incident Records,Incident Registry,Very High,2026-05-18 23:47,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01622,REC-0406,Historical Incident Records,Incident Registry,Very High,2026-05-16 23:46,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01623,REC-0406,Threat Intelligence Feeds,External Threat Intel,Very High,2026-05-16 23:04,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01624,REC-0406,Endpoint Detection Systems,EDR Engine,Very High,2026-05-16 23:48,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01625,REC-0406,Security Logs,SIEM Stream,High,2026-05-16 23:32,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01626,REC-0406,Malware Detection Engine,Antivirus Scanner,High,2026-05-16 23:33,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01627,REC-0407,Device Telemetry,Endpoint Agent,Very High,2026-06-17 23:06,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01628,REC-0407,Security Logs,SIEM Stream,High,2026-06-17 23:34,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01629,REC-0407,Network Activity,NetFlow Collector,High,2026-06-17 23:11,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01630,REC-0407,Malware Detection Engine,Antivirus Scanner,High,2026-06-17 23:34,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01631,REC-0407,Threat Intelligence Feeds,External Threat Intel,Very High,2026-06-17 23:21,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01632,REC-0408,Network Anomaly Detection,IDS/IPS System,High,2026-06-06 23:37,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01633,REC-0408,Network Activity,NetFlow Collector,Very High,2026-06-06 23:08,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01634,REC-0408,Authentication Events,Identity Provider,Very High,2026-06-06 23:50,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01635,REC-0409,Network Anomaly Detection,IDS/IPS System,Very High,2026-05-20 23:29,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01636,REC-0409,Network Activity,NetFlow Collector,High,2026-05-20 23:45,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01637,REC-0409,Patch Compliance Records,Systems Management,High,2026-05-20 23:18,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01638,REC-0409,Authentication Events,Identity Provider,High,2026-05-20 23:47,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01639,REC-0410,Malware Detection Engine,Antivirus Scanner,Moderate,2026-06-13 23:57,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01640,REC-0410,Patch Compliance Records,Systems Management,Very High,2026-06-13 23:49,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01641,REC-0410,Authentication Events,Identity Provider,High,2026-06-13 23:19,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01642,REC-0411,Device Telemetry,Endpoint Agent,Very High,2026-05-14 23:56,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01643,REC-0411,Network Activity,NetFlow Collector,Very High,2026-05-14 23:55,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01644,REC-0411,Security Logs,SIEM Stream,Very High,2026-05-14 23:41,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01645,REC-0412,Network Activity,NetFlow Collector,Very High,2026-06-04 23:04,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01646,REC-0412,Historical Incident Records,Incident Registry,Very High,2026-06-04 23:43,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01647,REC-0412,Malware Detection Engine,Antivirus Scanner,High,2026-06-04 23:27,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01648,REC-0413,Authentication Events,Identity Provider,High,2026-05-20 23:30,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01649,REC-0413,Device Telemetry,Endpoint Agent,High,2026-05-20 23:55,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01650,REC-0413,Endpoint Detection Systems,EDR Engine,Very High,2026-05-20 23:08,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01651,REC-0414,Threat Intelligence Feeds,External Threat Intel,High,2026-06-02 23:50,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01652,REC-0414,Network Anomaly Detection,IDS/IPS System,Moderate,2026-06-02 23:33,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01653,REC-0414,Historical Incident Records,Incident Registry,High,2026-06-02 23:31,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01654,REC-0414,Device Telemetry,Endpoint Agent,High,2026-06-02 23:04,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01655,REC-0414,Authentication Events,Identity Provider,High,2026-06-02 23:27,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01656,REC-0415,Malware Detection Engine,Antivirus Scanner,High,2026-06-08 23:07,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01657,REC-0415,Historical Incident Records,Incident Registry,High,2026-06-08 23:30,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01658,REC-0415,Device Telemetry,Endpoint Agent,High,2026-06-08 23:23,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01659,REC-0416,Historical Incident Records,Incident Registry,Moderate,2026-06-09 23:26,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01660,REC-0416,Patch Compliance Records,Systems Management,Moderate,2026-06-09 23:16,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01661,REC-0416,Network Activity,NetFlow Collector,High,2026-06-09 23:19,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01662,REC-0416,Device Telemetry,Endpoint Agent,Very High,2026-06-09 23:25,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01663,REC-0417,Historical Incident Records,Incident Registry,Very High,2026-06-16 23:11,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01664,REC-0417,Security Logs,SIEM Stream,High,2026-06-16 23:50,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01665,REC-0417,Device Telemetry,Endpoint Agent,Very High,2026-06-16 23:12,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01666,REC-0417,Malware Detection Engine,Antivirus Scanner,High,2026-06-16 23:49,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01667,REC-0417,Endpoint Detection Systems,EDR Engine,Very High,2026-06-16 23:31,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01668,REC-0418,Network Activity,NetFlow Collector,Very High,2026-06-05 23:19,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01669,REC-0418,Threat Intelligence Feeds,External Threat Intel,High,2026-06-05 23:04,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01670,REC-0418,Device Telemetry,Endpoint Agent,Very High,2026-06-05 23:03,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01671,REC-0418,Network Anomaly Detection,IDS/IPS System,Very High,2026-06-05 23:31,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01672,REC-0418,Historical Incident Records,Incident Registry,High,2026-06-05 23:09,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01673,REC-0419,Authentication Events,Identity Provider,High,2026-06-13 23:31,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01674,REC-0419,Endpoint Detection Systems,EDR Engine,High,2026-06-13 23:53,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01675,REC-0419,Device Telemetry,Endpoint Agent,High,2026-06-13 23:29,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01676,REC-0419,Network Activity,NetFlow Collector,Moderate,2026-06-13 23:49,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01677,REC-0419,Malware Detection Engine,Antivirus Scanner,Very High,2026-06-13 23:30,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01678,REC-0420,Malware Detection Engine,Antivirus Scanner,Very High,2026-05-08 23:30,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01679,REC-0420,Network Anomaly Detection,IDS/IPS System,High,2026-05-08 23:30,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01680,REC-0420,Network Activity,NetFlow Collector,Very High,2026-05-08 23:58,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01681,REC-0421,Network Activity,NetFlow Collector,Very High,2026-05-25 23:50,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01682,REC-0421,Historical Incident Records,Incident Registry,Very High,2026-05-25 23:27,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01683,REC-0421,Patch Compliance Records,Systems Management,Very High,2026-05-25 23:51,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01684,REC-0422,Malware Detection Engine,Antivirus Scanner,High,2026-05-23 23:31,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01685,REC-0422,Device Telemetry,Endpoint Agent,Moderate,2026-05-23 23:43,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01686,REC-0422,Patch Compliance Records,Systems Management,Low,2026-05-23 23:07,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01687,REC-0423,Network Activity,NetFlow Collector,High,2026-05-25 23:27,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01688,REC-0423,Patch Compliance Records,Systems Management,Moderate,2026-05-25 23:32,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01689,REC-0423,Threat Intelligence Feeds,External Threat Intel,Very High,2026-05-25 23:36,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01690,REC-0423,Authentication Events,Identity Provider,High,2026-05-25 23:39,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01691,REC-0424,Threat Intelligence Feeds,External Threat Intel,Moderate,2026-06-11 23:35,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01692,REC-0424,Device Telemetry,Endpoint Agent,Low,2026-06-11 23:46,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01693,REC-0424,Endpoint Detection Systems,EDR Engine,High,2026-06-11 23:05,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01694,REC-0425,Authentication Events,Identity Provider,Very High,2026-05-26 23:43,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01695,REC-0425,Security Logs,SIEM Stream,High,2026-05-26 23:29,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01696,REC-0425,Historical Incident Records,Incident Registry,High,2026-05-26 23:41,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01697,REC-0426,Authentication Events,Identity Provider,High,2026-06-19 23:22,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01698,REC-0426,Network Anomaly Detection,IDS/IPS System,High,2026-06-19 23:01,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01699,REC-0426,Historical Incident Records,Incident Registry,High,2026-06-19 23:14,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01700,REC-0426,Patch Compliance Records,Systems Management,Very High,2026-06-19 23:30,Compliance matrix listing applied vs pending software/security patches.,"KB patch IDs, installation date, OS build version numbers"
SRC-01701,REC-0426,Malware Detection Engine,Antivirus Scanner,High,2026-06-19 23:01,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01702,REC-0427,Authentication Events,Identity Provider,High,2026-06-01 23:57,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01703,REC-0427,Network Activity,NetFlow Collector,Very High,2026-06-01 23:19,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01704,REC-0427,Device Telemetry,Endpoint Agent,Very High,2026-06-01 23:29,"Real-time process, memory, and registry events from local device agent.","Process creation flags, DLL injection traces, registry modification events"
SRC-01705,REC-0427,Network Anomaly Detection,IDS/IPS System,High,2026-06-01 23:02,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01706,REC-0427,Endpoint Detection Systems,EDR Engine,Very High,2026-06-01 23:36,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01707,REC-0428,Malware Detection Engine,Antivirus Scanner,Moderate,2026-05-12 23:52,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01708,REC-0428,Network Anomaly Detection,IDS/IPS System,High,2026-05-12 23:05,Deep packet analysis searching for payload abnormalities and network threats.,"Suspected port scans, unexpected SMB payloads, DNS tunnel signatures"
SRC-01709,REC-0428,Authentication Events,Identity Provider,High,2026-05-12 23:31,"Sign-in requests, MFA status, authentication tokens, and access evaluations.","Failed login status, geo-location velocity alerts, MFA approval logs"
SRC-01710,REC-0429,Security Logs,SIEM Stream,High,2026-06-19 23:42,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
SRC-01711,REC-0429,Network Activity,NetFlow Collector,Low,2026-06-19 23:34,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01712,REC-0429,Malware Detection Engine,Antivirus Scanner,High,2026-06-19 23:34,Active file scanner matching signatures against global virus databases.,"File hash signatures, virus definition release dates, quarantine status"
SRC-01713,REC-0429,Threat Intelligence Feeds,External Threat Intel,Very High,2026-06-19 23:28,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01714,REC-0429,Historical Incident Records,Incident Registry,Very High,2026-06-19 23:13,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01715,REC-0430,Network Activity,NetFlow Collector,Moderate,2026-06-19 23:17,Metadata for ingress/egress connections and internal network hops.,"Connection durations, data transferred (bytes), destination ports"
SRC-01716,REC-0430,Endpoint Detection Systems,EDR Engine,Very High,2026-06-19 23:50,"Automated endpoint threat analysis, behavior tracking, and detection warnings.","Heuristic trigger scores, suspicious command-line execution patterns"
SRC-01717,REC-0430,Historical Incident Records,Incident Registry,High,2026-06-19 23:33,Database archives of past organizational threats and remediation histories.,"Similar dev box compromise records, past false positive incident resolutions"
SRC-01718,REC-0430,Threat Intelligence Feeds,External Threat Intel,High,2026-06-19 23:11,"Reputation tracking database for bad IPs, domains, and known hash blocks.","Bad actor infrastructure IPs, malicious DNS names, hash signatures"
SRC-01719,REC-0430,Security Logs,SIEM Stream,High,2026-06-19 23:48,Aggregated operating system and active security services events.,"Event ID 4624 (successful login), privilege service requests, firewall logs"
