recommendation_id,device_id,case_id,counter_consideration
REC-0660,DEV-0130,CASE-0660,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0661,DEV-0205,CASE-0661,Executive devices frequently show off-hours file activity before travel.
REC-0662,DEV-0081,CASE-0662,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0663,DEV-0078,CASE-0663,Staging servers routinely generate burst traffic during nightly test runs.
REC-0664,DEV-0069,CASE-0664,Similar behavior has previously occurred during software updates.
REC-0665,DEV-0092,CASE-0665,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0666,DEV-0090,CASE-0666,Historical false positives were linked to scheduled QA stress tests.
REC-0667,DEV-0227,CASE-0667,Historical false positives were linked to scheduled QA stress tests.
REC-0668,DEV-0232,CASE-0668,Historical false positives were linked to scheduled QA stress tests.
REC-0669,DEV-0033,CASE-0669,Executive devices frequently show off-hours file activity before travel.
REC-0670,DEV-0045,CASE-0670,Finance remote logins may reflect approved work-from-new-location policy.
REC-0671,DEV-0162,CASE-0671,Similar behavior has previously occurred during software updates.
REC-0672,DEV-0145,CASE-0672,Historical false positives were linked to scheduled QA stress tests.
REC-0673,DEV-0203,CASE-0673,Finance remote logins may reflect approved work-from-new-location policy.
REC-0674,DEV-0095,CASE-0674,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0675,DEV-0219,CASE-0675,This device model often triggers benign network scans during backup jobs.
REC-0676,DEV-0123,CASE-0676,Staging servers routinely generate burst traffic during nightly test runs.
REC-0677,DEV-0224,CASE-0677,This device model often triggers benign network scans during backup jobs.
REC-0678,DEV-0126,CASE-0678,Similar behavior has previously occurred during software updates.
REC-0679,DEV-0057,CASE-0679,Historical false positives were linked to scheduled QA stress tests.
REC-0680,DEV-0226,CASE-0680,Internal pen-test activity can mimic external scanning patterns.
REC-0681,DEV-0068,CASE-0681,Internal pen-test activity can mimic external scanning patterns.
REC-0682,DEV-0172,CASE-0682,This device model often triggers benign network scans during backup jobs.
REC-0683,DEV-0242,CASE-0683,Staging servers routinely generate burst traffic during nightly test runs.
REC-0684,DEV-0013,CASE-0684,Finance remote logins may reflect approved work-from-new-location policy.
REC-0685,DEV-0178,CASE-0685,Internal pen-test activity can mimic external scanning patterns.
REC-0686,DEV-0018,CASE-0686,Finance remote logins may reflect approved work-from-new-location policy.
REC-0687,DEV-0096,CASE-0687,This device model often triggers benign network scans during backup jobs.
REC-0688,DEV-0009,CASE-0688,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0689,DEV-0047,CASE-0689,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0690,DEV-0057,CASE-0690,Historical false positives were linked to scheduled QA stress tests.
REC-0691,DEV-0247,CASE-0691,Staging servers routinely generate burst traffic during nightly test runs.
REC-0692,DEV-0173,CASE-0692,Similar behavior has previously occurred during software updates.
REC-0693,DEV-0156,CASE-0693,Historical false positives were linked to scheduled QA stress tests.
REC-0694,DEV-0066,CASE-0694,Internal pen-test activity can mimic external scanning patterns.
REC-0695,DEV-0017,CASE-0695,Executive devices frequently show off-hours file activity before travel.
REC-0696,DEV-0165,CASE-0696,This device model often triggers benign network scans during backup jobs.
REC-0697,DEV-0069,CASE-0697,Executive devices frequently show off-hours file activity before travel.
REC-0698,DEV-0225,CASE-0698,Internal pen-test activity can mimic external scanning patterns.
REC-0699,DEV-0233,CASE-0699,This device model often triggers benign network scans during backup jobs.
REC-0700,DEV-0164,CASE-0700,Similar behavior has previously occurred during software updates.
REC-0701,DEV-0134,CASE-0701,Historical false positives were linked to scheduled QA stress tests.
REC-0702,DEV-0014,CASE-0702,Staging servers routinely generate burst traffic during nightly test runs.
REC-0703,DEV-0187,CASE-0703,Internal pen-test activity can mimic external scanning patterns.
REC-0704,DEV-0228,CASE-0704,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0705,DEV-0174,CASE-0705,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0706,DEV-0096,CASE-0706,Historical false positives were linked to scheduled QA stress tests.
REC-0707,DEV-0027,CASE-0707,This device model often triggers benign network scans during backup jobs.
REC-0708,DEV-0128,CASE-0708,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0709,DEV-0057,CASE-0709,Finance remote logins may reflect approved work-from-new-location policy.
REC-0710,DEV-0042,CASE-0710,Executive devices frequently show off-hours file activity before travel.
REC-0711,DEV-0207,CASE-0711,Staging servers routinely generate burst traffic during nightly test runs.
REC-0712,DEV-0242,CASE-0712,Staging servers routinely generate burst traffic during nightly test runs.
REC-0713,DEV-0156,CASE-0713,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0714,DEV-0029,CASE-0714,Internal pen-test activity can mimic external scanning patterns.
REC-0715,DEV-0059,CASE-0715,Historical false positives were linked to scheduled QA stress tests.
REC-0716,DEV-0078,CASE-0716,Historical false positives were linked to scheduled QA stress tests.
REC-0717,DEV-0060,CASE-0717,This device model often triggers benign network scans during backup jobs.
REC-0718,DEV-0004,CASE-0718,Finance remote logins may reflect approved work-from-new-location policy.
REC-0719,DEV-0122,CASE-0719,Internal pen-test activity can mimic external scanning patterns.
REC-0720,DEV-0045,CASE-0720,Internal pen-test activity can mimic external scanning patterns.
REC-0721,DEV-0110,CASE-0721,Internal pen-test activity can mimic external scanning patterns.
REC-0722,DEV-0029,CASE-0722,Executive devices frequently show off-hours file activity before travel.
REC-0723,DEV-0215,CASE-0723,Finance remote logins may reflect approved work-from-new-location policy.
REC-0724,DEV-0191,CASE-0724,Staging servers routinely generate burst traffic during nightly test runs.
REC-0725,DEV-0178,CASE-0725,Finance remote logins may reflect approved work-from-new-location policy.
REC-0726,DEV-0011,CASE-0726,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0727,DEV-0213,CASE-0727,This device model often triggers benign network scans during backup jobs.
REC-0728,DEV-0062,CASE-0728,Finance remote logins may reflect approved work-from-new-location policy.
REC-0729,DEV-0113,CASE-0729,Internal pen-test activity can mimic external scanning patterns.
REC-0730,DEV-0121,CASE-0730,Executive devices frequently show off-hours file activity before travel.
REC-0731,DEV-0197,CASE-0731,Staging servers routinely generate burst traffic during nightly test runs.
REC-0732,DEV-0007,CASE-0732,Similar behavior has previously occurred during software updates.
REC-0733,DEV-0021,CASE-0733,Staging servers routinely generate burst traffic during nightly test runs.
REC-0734,DEV-0214,CASE-0734,Internal pen-test activity can mimic external scanning patterns.
REC-0735,DEV-0218,CASE-0735,Similar behavior has previously occurred during software updates.
REC-0736,DEV-0104,CASE-0736,Executive devices frequently show off-hours file activity before travel.
REC-0737,DEV-0145,CASE-0737,Staging servers routinely generate burst traffic during nightly test runs.
REC-0738,DEV-0200,CASE-0738,Staging servers routinely generate burst traffic during nightly test runs.
REC-0739,DEV-0229,CASE-0739,Staging servers routinely generate burst traffic during nightly test runs.
REC-0740,DEV-0242,CASE-0740,Staging servers routinely generate burst traffic during nightly test runs.
REC-0741,DEV-0119,CASE-0741,This device model often triggers benign network scans during backup jobs.
REC-0742,DEV-0172,CASE-0742,Historical false positives were linked to scheduled QA stress tests.
REC-0743,DEV-0045,CASE-0743,Staging servers routinely generate burst traffic during nightly test runs.
REC-0744,DEV-0025,CASE-0744,This device model often triggers benign network scans during backup jobs.
REC-0745,DEV-0106,CASE-0745,Executive devices frequently show off-hours file activity before travel.
REC-0746,DEV-0005,CASE-0746,Staging servers routinely generate burst traffic during nightly test runs.
REC-0747,DEV-0243,CASE-0747,Finance remote logins may reflect approved work-from-new-location policy.
REC-0748,DEV-0233,CASE-0748,Staging servers routinely generate burst traffic during nightly test runs.
REC-0749,DEV-0220,CASE-0749,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0750,DEV-0063,CASE-0750,Staging servers routinely generate burst traffic during nightly test runs.
REC-0751,DEV-0175,CASE-0751,Internal pen-test activity can mimic external scanning patterns.
REC-0752,DEV-0249,CASE-0752,Similar behavior has previously occurred during software updates.
REC-0753,DEV-0048,CASE-0753,Finance remote logins may reflect approved work-from-new-location policy.
REC-0754,DEV-0093,CASE-0754,Staging servers routinely generate burst traffic during nightly test runs.
REC-0755,DEV-0151,CASE-0755,Staging servers routinely generate burst traffic during nightly test runs.
REC-0756,DEV-0059,CASE-0756,Staging servers routinely generate burst traffic during nightly test runs.
REC-0757,DEV-0175,CASE-0757,This device model often triggers benign network scans during backup jobs.
REC-0758,DEV-0155,CASE-0758,Internal pen-test activity can mimic external scanning patterns.
REC-0759,DEV-0139,CASE-0759,Executive devices frequently show off-hours file activity before travel.
REC-0760,DEV-0224,CASE-0760,Similar behavior has previously occurred during software updates.
REC-0761,DEV-0067,CASE-0761,Staging servers routinely generate burst traffic during nightly test runs.
REC-0762,DEV-0152,CASE-0762,Executive devices frequently show off-hours file activity before travel.
REC-0763,DEV-0066,CASE-0763,Internal pen-test activity can mimic external scanning patterns.
REC-0764,DEV-0234,CASE-0764,Similar behavior has previously occurred during software updates.
REC-0765,DEV-0110,CASE-0765,Similar behavior has previously occurred during software updates.
REC-0766,DEV-0105,CASE-0766,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0767,DEV-0220,CASE-0767,Internal pen-test activity can mimic external scanning patterns.
REC-0768,DEV-0184,CASE-0768,Similar behavior has previously occurred during software updates.
REC-0769,DEV-0078,CASE-0769,Internal pen-test activity can mimic external scanning patterns.
REC-0770,DEV-0201,CASE-0770,Internal pen-test activity can mimic external scanning patterns.
REC-0771,DEV-0094,CASE-0771,Staging servers routinely generate burst traffic during nightly test runs.
REC-0772,DEV-0036,CASE-0772,This device model often triggers benign network scans during backup jobs.
REC-0773,DEV-0023,CASE-0773,Staging servers routinely generate burst traffic during nightly test runs.
REC-0774,DEV-0049,CASE-0774,Staging servers routinely generate burst traffic during nightly test runs.
REC-0775,DEV-0008,CASE-0775,Executive devices frequently show off-hours file activity before travel.
REC-0776,DEV-0083,CASE-0776,Historical false positives were linked to scheduled QA stress tests.
REC-0777,DEV-0013,CASE-0777,Historical false positives were linked to scheduled QA stress tests.
REC-0778,DEV-0016,CASE-0778,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0779,DEV-0219,CASE-0779,Internal pen-test activity can mimic external scanning patterns.
REC-0780,DEV-0023,CASE-0780,Historical false positives were linked to scheduled QA stress tests.
REC-0781,DEV-0195,CASE-0781,Executive devices frequently show off-hours file activity before travel.
REC-0782,DEV-0184,CASE-0782,Finance remote logins may reflect approved work-from-new-location policy.
REC-0783,DEV-0121,CASE-0783,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0784,DEV-0094,CASE-0784,Executive devices frequently show off-hours file activity before travel.
REC-0785,DEV-0131,CASE-0785,Similar behavior has previously occurred during software updates.
REC-0786,DEV-0028,CASE-0786,Staging servers routinely generate burst traffic during nightly test runs.
REC-0787,DEV-0154,CASE-0787,Finance remote logins may reflect approved work-from-new-location policy.
REC-0788,DEV-0149,CASE-0788,Similar behavior has previously occurred during software updates.
REC-0789,DEV-0124,CASE-0789,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0790,DEV-0207,CASE-0790,Staging servers routinely generate burst traffic during nightly test runs.
REC-0791,DEV-0228,CASE-0791,Staging servers routinely generate burst traffic during nightly test runs.
REC-0792,DEV-0098,CASE-0792,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0793,DEV-0157,CASE-0793,Similar behavior has previously occurred during software updates.
REC-0794,DEV-0206,CASE-0794,Executive devices frequently show off-hours file activity before travel.
REC-0795,DEV-0007,CASE-0795,Historical false positives were linked to scheduled QA stress tests.
REC-0796,DEV-0101,CASE-0796,Finance remote logins may reflect approved work-from-new-location policy.
REC-0797,DEV-0117,CASE-0797,Internal pen-test activity can mimic external scanning patterns.
REC-0798,DEV-0028,CASE-0798,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0799,DEV-0104,CASE-0799,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0800,DEV-0058,CASE-0800,Staging servers routinely generate burst traffic during nightly test runs.
REC-0801,DEV-0034,CASE-0801,This device model often triggers benign network scans during backup jobs.
REC-0802,DEV-0038,CASE-0802,Staging servers routinely generate burst traffic during nightly test runs.
REC-0803,DEV-0045,CASE-0803,Internal pen-test activity can mimic external scanning patterns.
REC-0804,DEV-0244,CASE-0804,Historical false positives were linked to scheduled QA stress tests.
REC-0805,DEV-0063,CASE-0805,Staging servers routinely generate burst traffic during nightly test runs.
REC-0806,DEV-0216,CASE-0806,This device model often triggers benign network scans during backup jobs.
REC-0807,DEV-0155,CASE-0807,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0808,DEV-0069,CASE-0808,Executive devices frequently show off-hours file activity before travel.
REC-0809,DEV-0245,CASE-0809,Staging servers routinely generate burst traffic during nightly test runs.
REC-0810,DEV-0092,CASE-0810,Finance remote logins may reflect approved work-from-new-location policy.
REC-0811,DEV-0146,CASE-0811,Executive devices frequently show off-hours file activity before travel.
REC-0812,DEV-0218,CASE-0812,This device model often triggers benign network scans during backup jobs.
REC-0813,DEV-0089,CASE-0813,Similar behavior has previously occurred during software updates.
REC-0814,DEV-0193,CASE-0814,Staging servers routinely generate burst traffic during nightly test runs.
REC-0815,DEV-0190,CASE-0815,Internal pen-test activity can mimic external scanning patterns.
REC-0816,DEV-0145,CASE-0816,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0817,DEV-0037,CASE-0817,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0818,DEV-0170,CASE-0818,Executive devices frequently show off-hours file activity before travel.
REC-0819,DEV-0073,CASE-0819,Staging servers routinely generate burst traffic during nightly test runs.
REC-0820,DEV-0239,CASE-0820,Internal pen-test activity can mimic external scanning patterns.
REC-0821,DEV-0020,CASE-0821,Finance remote logins may reflect approved work-from-new-location policy.
REC-0822,DEV-0127,CASE-0822,Staging servers routinely generate burst traffic during nightly test runs.
REC-0823,DEV-0222,CASE-0823,Executive devices frequently show off-hours file activity before travel.
REC-0824,DEV-0113,CASE-0824,Historical false positives were linked to scheduled QA stress tests.
REC-0825,DEV-0076,CASE-0825,Executive devices frequently show off-hours file activity before travel.
REC-0826,DEV-0051,CASE-0826,This device model often triggers benign network scans during backup jobs.
REC-0827,DEV-0071,CASE-0827,Executive devices frequently show off-hours file activity before travel.
REC-0828,DEV-0075,CASE-0828,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0829,DEV-0236,CASE-0829,Finance remote logins may reflect approved work-from-new-location policy.
REC-0830,DEV-0002,CASE-0830,Executive devices frequently show off-hours file activity before travel.
REC-0831,DEV-0122,CASE-0831,Executive devices frequently show off-hours file activity before travel.
REC-0832,DEV-0018,CASE-0832,Finance remote logins may reflect approved work-from-new-location policy.
REC-0833,DEV-0171,CASE-0833,Executive devices frequently show off-hours file activity before travel.
REC-0834,DEV-0184,CASE-0834,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0835,DEV-0134,CASE-0835,Finance remote logins may reflect approved work-from-new-location policy.
REC-0836,DEV-0186,CASE-0836,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0837,DEV-0085,CASE-0837,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0838,DEV-0086,CASE-0838,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0839,DEV-0173,CASE-0839,This device model often triggers benign network scans during backup jobs.
REC-0840,DEV-0015,CASE-0840,Finance remote logins may reflect approved work-from-new-location policy.
REC-0841,DEV-0164,CASE-0841,This device model often triggers benign network scans during backup jobs.
REC-0842,DEV-0156,CASE-0842,This device model often triggers benign network scans during backup jobs.
REC-0843,DEV-0068,CASE-0843,Internal pen-test activity can mimic external scanning patterns.
REC-0844,DEV-0140,CASE-0844,Finance remote logins may reflect approved work-from-new-location policy.
REC-0845,DEV-0073,CASE-0845,Executive devices frequently show off-hours file activity before travel.
REC-0846,DEV-0128,CASE-0846,Staging servers routinely generate burst traffic during nightly test runs.
REC-0847,DEV-0207,CASE-0847,Internal pen-test activity can mimic external scanning patterns.
REC-0848,DEV-0247,CASE-0848,Historical false positives were linked to scheduled QA stress tests.
REC-0849,DEV-0152,CASE-0849,Staging servers routinely generate burst traffic during nightly test runs.
REC-0850,DEV-0178,CASE-0850,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0851,DEV-0082,CASE-0851,Finance remote logins may reflect approved work-from-new-location policy.
REC-0852,DEV-0186,CASE-0852,Executive devices frequently show off-hours file activity before travel.
REC-0853,DEV-0067,CASE-0853,This device model often triggers benign network scans during backup jobs.
REC-0854,DEV-0071,CASE-0854,Similar behavior has previously occurred during software updates.
REC-0855,DEV-0176,CASE-0855,Historical false positives were linked to scheduled QA stress tests.
REC-0856,DEV-0020,CASE-0856,Internal pen-test activity can mimic external scanning patterns.
REC-0857,DEV-0205,CASE-0857,Internal pen-test activity can mimic external scanning patterns.
REC-0858,DEV-0136,CASE-0858,Staging servers routinely generate burst traffic during nightly test runs.
REC-0859,DEV-0113,CASE-0859,Internal pen-test activity can mimic external scanning patterns.
REC-0860,DEV-0061,CASE-0860,Executive devices frequently show off-hours file activity before travel.
REC-0861,DEV-0129,CASE-0861,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0862,DEV-0103,CASE-0862,Historical false positives were linked to scheduled QA stress tests.
REC-0863,DEV-0136,CASE-0863,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0864,DEV-0018,CASE-0864,Similar behavior has previously occurred during software updates.
REC-0865,DEV-0154,CASE-0865,Similar behavior has previously occurred during software updates.
REC-0866,DEV-0190,CASE-0866,Internal pen-test activity can mimic external scanning patterns.
REC-0867,DEV-0033,CASE-0867,Similar behavior has previously occurred during software updates.
REC-0868,DEV-0246,CASE-0868,Staging servers routinely generate burst traffic during nightly test runs.
REC-0869,DEV-0079,CASE-0869,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0870,DEV-0028,CASE-0870,Finance remote logins may reflect approved work-from-new-location policy.
REC-0871,DEV-0079,CASE-0871,Internal pen-test activity can mimic external scanning patterns.
REC-0872,DEV-0219,CASE-0872,Historical false positives were linked to scheduled QA stress tests.
REC-0873,DEV-0241,CASE-0873,Finance remote logins may reflect approved work-from-new-location policy.
REC-0874,DEV-0244,CASE-0874,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0875,DEV-0248,CASE-0875,Similar behavior has previously occurred during software updates.
REC-0876,DEV-0036,CASE-0876,Executive devices frequently show off-hours file activity before travel.
REC-0877,DEV-0112,CASE-0877,Similar behavior has previously occurred during software updates.
REC-0878,DEV-0003,CASE-0878,Finance remote logins may reflect approved work-from-new-location policy.
REC-0879,DEV-0186,CASE-0879,Similar behavior has previously occurred during software updates.
REC-0880,DEV-0072,CASE-0880,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0881,DEV-0228,CASE-0881,Similar behavior has previously occurred during software updates.
REC-0882,DEV-0087,CASE-0882,Finance remote logins may reflect approved work-from-new-location policy.
REC-0883,DEV-0001,CASE-0883,Finance remote logins may reflect approved work-from-new-location policy.
REC-0884,DEV-0074,CASE-0884,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0885,DEV-0058,CASE-0885,Internal pen-test activity can mimic external scanning patterns.
REC-0886,DEV-0246,CASE-0886,Internal pen-test activity can mimic external scanning patterns.
REC-0887,DEV-0057,CASE-0887,Executive devices frequently show off-hours file activity before travel.
REC-0888,DEV-0150,CASE-0888,Finance remote logins may reflect approved work-from-new-location policy.
REC-0889,DEV-0205,CASE-0889,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0890,DEV-0031,CASE-0890,Internal pen-test activity can mimic external scanning patterns.
REC-0891,DEV-0077,CASE-0891,Internal pen-test activity can mimic external scanning patterns.
REC-0892,DEV-0032,CASE-0892,Executive devices frequently show off-hours file activity before travel.
REC-0893,DEV-0051,CASE-0893,This device model often triggers benign network scans during backup jobs.
REC-0894,DEV-0239,CASE-0894,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0895,DEV-0148,CASE-0895,This device model often triggers benign network scans during backup jobs.
REC-0896,DEV-0145,CASE-0896,Finance remote logins may reflect approved work-from-new-location policy.
REC-0897,DEV-0180,CASE-0897,Internal pen-test activity can mimic external scanning patterns.
REC-0898,DEV-0090,CASE-0898,Similar behavior has previously occurred during software updates.
REC-0899,DEV-0153,CASE-0899,Historical false positives were linked to scheduled QA stress tests.
REC-0900,DEV-0024,CASE-0900,Similar behavior has previously occurred during software updates.
REC-0901,DEV-0090,CASE-0901,Finance remote logins may reflect approved work-from-new-location policy.
REC-0902,DEV-0205,CASE-0902,Executive devices frequently show off-hours file activity before travel.
REC-0903,DEV-0137,CASE-0903,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0904,DEV-0019,CASE-0904,Similar behavior has previously occurred during software updates.
REC-0905,DEV-0102,CASE-0905,This device model often triggers benign network scans during backup jobs.
REC-0906,DEV-0100,CASE-0906,Internal pen-test activity can mimic external scanning patterns.
REC-0907,DEV-0093,CASE-0907,Staging servers routinely generate burst traffic during nightly test runs.
REC-0908,DEV-0187,CASE-0908,Internal pen-test activity can mimic external scanning patterns.
REC-0909,DEV-0198,CASE-0909,Finance remote logins may reflect approved work-from-new-location policy.
REC-0910,DEV-0188,CASE-0910,Internal pen-test activity can mimic external scanning patterns.
REC-0911,DEV-0195,CASE-0911,Similar behavior has previously occurred during software updates.
REC-0912,DEV-0048,CASE-0912,Staging servers routinely generate burst traffic during nightly test runs.
REC-0913,DEV-0003,CASE-0913,Similar behavior has previously occurred during software updates.
REC-0914,DEV-0030,CASE-0914,Executive devices frequently show off-hours file activity before travel.
REC-0915,DEV-0111,CASE-0915,Executive devices frequently show off-hours file activity before travel.
REC-0916,DEV-0194,CASE-0916,Executive devices frequently show off-hours file activity before travel.
REC-0917,DEV-0012,CASE-0917,Staging servers routinely generate burst traffic during nightly test runs.
REC-0918,DEV-0046,CASE-0918,Historical false positives were linked to scheduled QA stress tests.
REC-0919,DEV-0142,CASE-0919,Staging servers routinely generate burst traffic during nightly test runs.
REC-0920,DEV-0045,CASE-0920,Finance remote logins may reflect approved work-from-new-location policy.
REC-0921,DEV-0152,CASE-0921,Finance remote logins may reflect approved work-from-new-location policy.
REC-0922,DEV-0106,CASE-0922,This device model often triggers benign network scans during backup jobs.
REC-0923,DEV-0007,CASE-0923,This device model often triggers benign network scans during backup jobs.
REC-0924,DEV-0013,CASE-0924,Finance remote logins may reflect approved work-from-new-location policy.
REC-0925,DEV-0055,CASE-0925,Similar behavior has previously occurred during software updates.
REC-0926,DEV-0185,CASE-0926,Finance remote logins may reflect approved work-from-new-location policy.
REC-0927,DEV-0156,CASE-0927,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0928,DEV-0218,CASE-0928,Historical false positives were linked to scheduled QA stress tests.
REC-0929,DEV-0089,CASE-0929,This device model often triggers benign network scans during backup jobs.
REC-0930,DEV-0127,CASE-0930,This device model often triggers benign network scans during backup jobs.
REC-0931,DEV-0172,CASE-0931,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0932,DEV-0149,CASE-0932,Internal pen-test activity can mimic external scanning patterns.
REC-0933,DEV-0236,CASE-0933,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0934,DEV-0115,CASE-0934,Staging servers routinely generate burst traffic during nightly test runs.
REC-0935,DEV-0022,CASE-0935,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0936,DEV-0022,CASE-0936,Internal pen-test activity can mimic external scanning patterns.
REC-0937,DEV-0115,CASE-0937,This device model often triggers benign network scans during backup jobs.
REC-0938,DEV-0012,CASE-0938,Finance remote logins may reflect approved work-from-new-location policy.
REC-0939,DEV-0148,CASE-0939,This device model often triggers benign network scans during backup jobs.
REC-0940,DEV-0116,CASE-0940,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0941,DEV-0176,CASE-0941,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0942,DEV-0119,CASE-0942,Internal pen-test activity can mimic external scanning patterns.
REC-0943,DEV-0240,CASE-0943,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0944,DEV-0024,CASE-0944,Internal pen-test activity can mimic external scanning patterns.
REC-0945,DEV-0023,CASE-0945,This device model often triggers benign network scans during backup jobs.
REC-0946,DEV-0178,CASE-0946,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0947,DEV-0211,CASE-0947,Staging servers routinely generate burst traffic during nightly test runs.
REC-0948,DEV-0036,CASE-0948,Finance remote logins may reflect approved work-from-new-location policy.
REC-0949,DEV-0053,CASE-0949,Similar behavior has previously occurred during software updates.
REC-0950,DEV-0115,CASE-0950,Internal pen-test activity can mimic external scanning patterns.
REC-0951,DEV-0100,CASE-0951,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0952,DEV-0245,CASE-0952,This device model often triggers benign network scans during backup jobs.
REC-0953,DEV-0141,CASE-0953,This device model often triggers benign network scans during backup jobs.
REC-0954,DEV-0038,CASE-0954,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0955,DEV-0072,CASE-0955,This device model often triggers benign network scans during backup jobs.
REC-0956,DEV-0136,CASE-0956,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0957,DEV-0248,CASE-0957,Historical false positives were linked to scheduled QA stress tests.
REC-0958,DEV-0113,CASE-0958,Finance remote logins may reflect approved work-from-new-location policy.
REC-0959,DEV-0001,CASE-0959,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0960,DEV-0042,CASE-0960,This device model often triggers benign network scans during backup jobs.
REC-0961,DEV-0052,CASE-0961,Historical false positives were linked to scheduled QA stress tests.
REC-0962,DEV-0189,CASE-0962,Similar behavior has previously occurred during software updates.
REC-0963,DEV-0163,CASE-0963,Similar behavior has previously occurred during software updates.
REC-0964,DEV-0034,CASE-0964,Internal pen-test activity can mimic external scanning patterns.
REC-0965,DEV-0003,CASE-0965,Staging servers routinely generate burst traffic during nightly test runs.
REC-0966,DEV-0128,CASE-0966,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0967,DEV-0099,CASE-0967,Staging servers routinely generate burst traffic during nightly test runs.
REC-0968,DEV-0177,CASE-0968,Staging servers routinely generate burst traffic during nightly test runs.
REC-0969,DEV-0181,CASE-0969,Historical false positives were linked to scheduled QA stress tests.
REC-0970,DEV-0145,CASE-0970,Similar behavior has previously occurred during software updates.
REC-0971,DEV-0149,CASE-0971,Staging servers routinely generate burst traffic during nightly test runs.
REC-0972,DEV-0097,CASE-0972,Executive devices frequently show off-hours file activity before travel.
REC-0973,DEV-0027,CASE-0973,Staging servers routinely generate burst traffic during nightly test runs.
REC-0974,DEV-0118,CASE-0974,Similar behavior has previously occurred during software updates.
REC-0975,DEV-0180,CASE-0975,Internal pen-test activity can mimic external scanning patterns.
REC-0976,DEV-0053,CASE-0976,Executive devices frequently show off-hours file activity before travel.
REC-0977,DEV-0150,CASE-0977,Internal pen-test activity can mimic external scanning patterns.
REC-0978,DEV-0090,CASE-0978,Internal pen-test activity can mimic external scanning patterns.
REC-0979,DEV-0058,CASE-0979,Historical false positives were linked to scheduled QA stress tests.
REC-0980,DEV-0207,CASE-0980,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0981,DEV-0138,CASE-0981,Patch deployment windows correlate with elevated endpoint telemetry noise.
REC-0982,DEV-0023,CASE-0982,Executive devices frequently show off-hours file activity before travel.
REC-0983,DEV-0200,CASE-0983,Similar behavior has previously occurred during software updates.
REC-0984,DEV-0230,CASE-0984,This device model often triggers benign network scans during backup jobs.
REC-0985,DEV-0002,CASE-0985,Executive devices frequently show off-hours file activity before travel.
REC-0986,DEV-0249,CASE-0986,Similar behavior has previously occurred during software updates.
REC-0987,DEV-0236,CASE-0987,Staging servers routinely generate burst traffic during nightly test runs.
