recommendation_id,device_id,case_id,evidence_type,weight_percentage,description
REC-0912,DEV-0048,CASE-0912,Network Activity,50.8,Network Activity detected on DEV-0048-CORP with elevated correlation to force password reset.
REC-0912,DEV-0048,CASE-0912,Failed Logins,29.5,Failed Logins detected on DEV-0048-CORP with elevated correlation to force password reset.
REC-0600,DEV-0083,CASE-0600,Patch Violation,25.2,Patch Violation detected on DEV-0083-CORP with elevated correlation to restrict network access.
REC-0600,DEV-0083,CASE-0600,Privilege Escalation,41.3,Privilege Escalation detected on DEV-0083-CORP with elevated correlation to restrict network access.
REC-0600,DEV-0083,CASE-0600,Network Activity,33.6,Network Activity detected on DEV-0083-CORP with elevated correlation to restrict network access.
REC-0477,DEV-0236,CASE-0477,Suspicious DNS Query,8.1,Suspicious DNS Query detected on DEV-0236-CORP with elevated correlation to revoke admin credentials.
REC-0477,DEV-0236,CASE-0477,Malware Signature,2.1,Malware Signature detected on DEV-0236-CORP with elevated correlation to revoke admin credentials.
REC-0477,DEV-0236,CASE-0477,Anomalous Process,28.4,Anomalous Process detected on DEV-0236-CORP with elevated correlation to revoke admin credentials.
REC-0477,DEV-0236,CASE-0477,Failed Logins,25.9,Failed Logins detected on DEV-0236-CORP with elevated correlation to revoke admin credentials.
REC-0477,DEV-0236,CASE-0477,Privilege Escalation,35.4,Privilege Escalation detected on DEV-0236-CORP with elevated correlation to revoke admin credentials.
REC-0222,DEV-0016,CASE-0222,Privilege Escalation,12.9,Privilege Escalation detected on DEV-0016-CORP with elevated correlation to quarantine device.
REC-0222,DEV-0016,CASE-0222,Patch Violation,54.6,Patch Violation detected on DEV-0016-CORP with elevated correlation to quarantine device.
REC-0222,DEV-0016,CASE-0222,Failed Logins,3.0,Failed Logins detected on DEV-0016-CORP with elevated correlation to quarantine device.
REC-0222,DEV-0016,CASE-0222,Malware Signature,25.9,Malware Signature detected on DEV-0016-CORP with elevated correlation to quarantine device.
REC-0222,DEV-0016,CASE-0222,Data Exfiltration Pattern,3.7,Data Exfiltration Pattern detected on DEV-0016-CORP with elevated correlation to quarantine device.
REC-0208,DEV-0200,CASE-0208,Privilege Escalation,19.5,Privilege Escalation detected on DEV-0200-CORP with elevated correlation to quarantine device.
REC-0208,DEV-0200,CASE-0208,Malware Signature,25.5,Malware Signature detected on DEV-0200-CORP with elevated correlation to quarantine device.
REC-0208,DEV-0200,CASE-0208,Anomalous Process,53.9,Anomalous Process detected on DEV-0200-CORP with elevated correlation to quarantine device.
REC-0208,DEV-0200,CASE-0208,Suspicious DNS Query,1.1,Suspicious DNS Query detected on DEV-0200-CORP with elevated correlation to quarantine device.
REC-0145,DEV-0055,CASE-0145,Failed Logins,20.5,Failed Logins detected on DEV-0055-CORP with elevated correlation to revoke admin credentials.
REC-0145,DEV-0055,CASE-0145,Malware Signature,29.4,Malware Signature detected on DEV-0055-CORP with elevated correlation to revoke admin credentials.
REC-0145,DEV-0055,CASE-0145,Data Exfiltration Pattern,50.1,Data Exfiltration Pattern detected on DEV-0055-CORP with elevated correlation to revoke admin credentials.
REC-0254,DEV-0215,CASE-0254,Patch Violation,16.9,Patch Violation detected on DEV-0215-CORP with elevated correlation to restrict network access.
REC-0254,DEV-0215,CASE-0254,Privilege Escalation,41.4,Privilege Escalation detected on DEV-0215-CORP with elevated correlation to restrict network access.
REC-0254,DEV-0215,CASE-0254,Suspicious DNS Query,34.3,Suspicious DNS Query detected on DEV-0215-CORP with elevated correlation to restrict network access.
REC-0254,DEV-0215,CASE-0254,Data Exfiltration Pattern,7.4,Data Exfiltration Pattern detected on DEV-0215-CORP with elevated correlation to restrict network access.
REC-0758,DEV-0155,CASE-0758,Privilege Escalation,42.4,Privilege Escalation detected on DEV-0155-CORP with elevated correlation to quarantine device.
REC-0758,DEV-0155,CASE-0758,Failed Logins,30.9,Failed Logins detected on DEV-0155-CORP with elevated correlation to quarantine device.
REC-0758,DEV-0155,CASE-0758,Anomalous Process,3.4,Anomalous Process detected on DEV-0155-CORP with elevated correlation to quarantine device.
REC-0758,DEV-0155,CASE-0758,Data Exfiltration Pattern,13.7,Data Exfiltration Pattern detected on DEV-0155-CORP with elevated correlation to quarantine device.
REC-0758,DEV-0155,CASE-0758,Patch Violation,9.7,Patch Violation detected on DEV-0155-CORP with elevated correlation to quarantine device.
REC-0405,DEV-0021,CASE-0405,Patch Violation,6.2,Patch Violation detected on DEV-0021-CORP with elevated correlation to monitor device activity.
REC-0405,DEV-0021,CASE-0405,Malware Signature,40.8,Malware Signature detected on DEV-0021-CORP with elevated correlation to monitor device activity.
REC-0405,DEV-0021,CASE-0405,Data Exfiltration Pattern,10.4,Data Exfiltration Pattern detected on DEV-0021-CORP with elevated correlation to monitor device activity.
REC-0405,DEV-0021,CASE-0405,Failed Logins,18.2,Failed Logins detected on DEV-0021-CORP with elevated correlation to monitor device activity.
REC-0405,DEV-0021,CASE-0405,Privilege Escalation,24.4,Privilege Escalation detected on DEV-0021-CORP with elevated correlation to monitor device activity.
REC-0253,DEV-0101,CASE-0253,Anomalous Process,17.1,Anomalous Process detected on DEV-0101-CORP with elevated correlation to isolate endpoint.
REC-0253,DEV-0101,CASE-0253,Patch Violation,15.9,Patch Violation detected on DEV-0101-CORP with elevated correlation to isolate endpoint.
REC-0253,DEV-0101,CASE-0253,Data Exfiltration Pattern,15.5,Data Exfiltration Pattern detected on DEV-0101-CORP with elevated correlation to isolate endpoint.
REC-0253,DEV-0101,CASE-0253,Network Activity,51.4,Network Activity detected on DEV-0101-CORP with elevated correlation to isolate endpoint.
REC-0741,DEV-0119,CASE-0741,Suspicious DNS Query,9.4,Suspicious DNS Query detected on DEV-0119-CORP with elevated correlation to deploy security patch.
REC-0741,DEV-0119,CASE-0741,Failed Logins,50.7,Failed Logins detected on DEV-0119-CORP with elevated correlation to deploy security patch.
REC-0741,DEV-0119,CASE-0741,Malware Signature,39.9,Malware Signature detected on DEV-0119-CORP with elevated correlation to deploy security patch.
REC-0290,DEV-0246,CASE-0290,Failed Logins,36.3,Failed Logins detected on DEV-0246-CORP with elevated correlation to revoke admin credentials.
REC-0290,DEV-0246,CASE-0290,Suspicious DNS Query,1.7,Suspicious DNS Query detected on DEV-0246-CORP with elevated correlation to revoke admin credentials.
REC-0290,DEV-0246,CASE-0290,Network Activity,26.2,Network Activity detected on DEV-0246-CORP with elevated correlation to revoke admin credentials.
REC-0290,DEV-0246,CASE-0290,Patch Violation,6.5,Patch Violation detected on DEV-0246-CORP with elevated correlation to revoke admin credentials.
REC-0290,DEV-0246,CASE-0290,Anomalous Process,29.3,Anomalous Process detected on DEV-0246-CORP with elevated correlation to revoke admin credentials.
REC-0451,DEV-0247,CASE-0451,Privilege Escalation,36.2,Privilege Escalation detected on DEV-0247-CORP with elevated correlation to force password reset.
REC-0451,DEV-0247,CASE-0451,Failed Logins,4.2,Failed Logins detected on DEV-0247-CORP with elevated correlation to force password reset.
REC-0451,DEV-0247,CASE-0451,Malware Signature,59.6,Malware Signature detected on DEV-0247-CORP with elevated correlation to force password reset.
REC-0518,DEV-0178,CASE-0518,Data Exfiltration Pattern,77.1,Data Exfiltration Pattern detected on DEV-0178-CORP with elevated correlation to restrict network access.
REC-0518,DEV-0178,CASE-0518,Patch Violation,20.4,Patch Violation detected on DEV-0178-CORP with elevated correlation to restrict network access.
REC-0518,DEV-0178,CASE-0518,Network Activity,2.5,Network Activity detected on DEV-0178-CORP with elevated correlation to restrict network access.
REC-0143,DEV-0143,CASE-0143,Network Activity,56.6,Network Activity detected on DEV-0143-CORP with elevated correlation to monitor device activity.
REC-0143,DEV-0143,CASE-0143,Data Exfiltration Pattern,6.0,Data Exfiltration Pattern detected on DEV-0143-CORP with elevated correlation to monitor device activity.
REC-0143,DEV-0143,CASE-0143,Failed Logins,37.4,Failed Logins detected on DEV-0143-CORP with elevated correlation to monitor device activity.
REC-0514,DEV-0119,CASE-0514,Privilege Escalation,57.0,Privilege Escalation detected on DEV-0119-CORP with elevated correlation to deploy security patch.
REC-0514,DEV-0119,CASE-0514,Data Exfiltration Pattern,16.3,Data Exfiltration Pattern detected on DEV-0119-CORP with elevated correlation to deploy security patch.
REC-0514,DEV-0119,CASE-0514,Network Activity,13.9,Network Activity detected on DEV-0119-CORP with elevated correlation to deploy security patch.
REC-0514,DEV-0119,CASE-0514,Failed Logins,12.8,Failed Logins detected on DEV-0119-CORP with elevated correlation to deploy security patch.
REC-0598,DEV-0150,CASE-0598,Network Activity,4.4,Network Activity detected on DEV-0150-CORP with elevated correlation to force password reset.
REC-0598,DEV-0150,CASE-0598,Anomalous Process,17.6,Anomalous Process detected on DEV-0150-CORP with elevated correlation to force password reset.
REC-0598,DEV-0150,CASE-0598,Malware Signature,43.7,Malware Signature detected on DEV-0150-CORP with elevated correlation to force password reset.
REC-0598,DEV-0150,CASE-0598,Failed Logins,11.7,Failed Logins detected on DEV-0150-CORP with elevated correlation to force password reset.
REC-0598,DEV-0150,CASE-0598,Suspicious DNS Query,22.6,Suspicious DNS Query detected on DEV-0150-CORP with elevated correlation to force password reset.
REC-0276,DEV-0174,CASE-0276,Network Activity,62.1,Network Activity detected on DEV-0174-CORP with elevated correlation to isolate endpoint.
REC-0276,DEV-0174,CASE-0276,Data Exfiltration Pattern,28.1,Data Exfiltration Pattern detected on DEV-0174-CORP with elevated correlation to isolate endpoint.
REC-0276,DEV-0174,CASE-0276,Suspicious DNS Query,7.7,Suspicious DNS Query detected on DEV-0174-CORP with elevated correlation to isolate endpoint.
REC-0276,DEV-0174,CASE-0276,Malware Signature,2.1,Malware Signature detected on DEV-0174-CORP with elevated correlation to isolate endpoint.
REC-0286,DEV-0216,CASE-0286,Network Activity,11.0,Network Activity detected on DEV-0216-CORP with elevated correlation to restrict network access.
REC-0286,DEV-0216,CASE-0286,Anomalous Process,38.4,Anomalous Process detected on DEV-0216-CORP with elevated correlation to restrict network access.
REC-0286,DEV-0216,CASE-0286,Suspicious DNS Query,15.0,Suspicious DNS Query detected on DEV-0216-CORP with elevated correlation to restrict network access.
REC-0286,DEV-0216,CASE-0286,Failed Logins,35.6,Failed Logins detected on DEV-0216-CORP with elevated correlation to restrict network access.
REC-0027,DEV-0219,CASE-0027,Patch Violation,51.5,Patch Violation detected on DEV-0219-CORP with elevated correlation to quarantine device.
REC-0027,DEV-0219,CASE-0027,Malware Signature,20.9,Malware Signature detected on DEV-0219-CORP with elevated correlation to quarantine device.
REC-0027,DEV-0219,CASE-0027,Anomalous Process,27.6,Anomalous Process detected on DEV-0219-CORP with elevated correlation to quarantine device.
REC-0150,DEV-0086,CASE-0150,Network Activity,28.1,Network Activity detected on DEV-0086-CORP with elevated correlation to revoke admin credentials.
REC-0150,DEV-0086,CASE-0150,Failed Logins,70.0,Failed Logins detected on DEV-0086-CORP with elevated correlation to revoke admin credentials.
REC-0150,DEV-0086,CASE-0150,Privilege Escalation,1.9,Privilege Escalation detected on DEV-0086-CORP with elevated correlation to revoke admin credentials.
REC-0829,DEV-0236,CASE-0829,Malware Signature,48.0,Malware Signature detected on DEV-0236-CORP with elevated correlation to isolate endpoint.
REC-0829,DEV-0236,CASE-0829,Suspicious DNS Query,32.7,Suspicious DNS Query detected on DEV-0236-CORP with elevated correlation to isolate endpoint.
REC-0829,DEV-0236,CASE-0829,Privilege Escalation,4.5,Privilege Escalation detected on DEV-0236-CORP with elevated correlation to isolate endpoint.
REC-0829,DEV-0236,CASE-0829,Data Exfiltration Pattern,0.4,Data Exfiltration Pattern detected on DEV-0236-CORP with elevated correlation to isolate endpoint.
REC-0829,DEV-0236,CASE-0829,Network Activity,14.4,Network Activity detected on DEV-0236-CORP with elevated correlation to isolate endpoint.
REC-0092,DEV-0092,CASE-0092,Privilege Escalation,26.1,Privilege Escalation detected on DEV-0092-CORP with elevated correlation to isolate endpoint.
REC-0092,DEV-0092,CASE-0092,Suspicious DNS Query,16.7,Suspicious DNS Query detected on DEV-0092-CORP with elevated correlation to isolate endpoint.
REC-0092,DEV-0092,CASE-0092,Anomalous Process,41.1,Anomalous Process detected on DEV-0092-CORP with elevated correlation to isolate endpoint.
REC-0092,DEV-0092,CASE-0092,Failed Logins,8.6,Failed Logins detected on DEV-0092-CORP with elevated correlation to isolate endpoint.
REC-0092,DEV-0092,CASE-0092,Malware Signature,7.5,Malware Signature detected on DEV-0092-CORP with elevated correlation to isolate endpoint.
REC-0709,DEV-0057,CASE-0709,Malware Signature,58.6,Malware Signature detected on DEV-0057-CORP with elevated correlation to escalate to human review.
REC-0709,DEV-0057,CASE-0709,Data Exfiltration Pattern,7.8,Data Exfiltration Pattern detected on DEV-0057-CORP with elevated correlation to escalate to human review.
REC-0709,DEV-0057,CASE-0709,Patch Violation,9.2,Patch Violation detected on DEV-0057-CORP with elevated correlation to escalate to human review.
REC-0709,DEV-0057,CASE-0709,Anomalous Process,24.4,Anomalous Process detected on DEV-0057-CORP with elevated correlation to escalate to human review.
REC-0212,DEV-0004,CASE-0212,Malware Signature,13.3,Malware Signature detected on DEV-0004-CORP with elevated correlation to monitor device activity.
REC-0212,DEV-0004,CASE-0212,Network Activity,55.6,Network Activity detected on DEV-0004-CORP with elevated correlation to monitor device activity.
REC-0212,DEV-0004,CASE-0212,Patch Violation,31.0,Patch Violation detected on DEV-0004-CORP with elevated correlation to monitor device activity.
REC-0479,DEV-0038,CASE-0479,Malware Signature,83.3,Malware Signature detected on DEV-0038-CORP with elevated correlation to monitor device activity.
REC-0479,DEV-0038,CASE-0479,Anomalous Process,4.1,Anomalous Process detected on DEV-0038-CORP with elevated correlation to monitor device activity.
REC-0479,DEV-0038,CASE-0479,Network Activity,12.6,Network Activity detected on DEV-0038-CORP with elevated correlation to monitor device activity.
REC-0402,DEV-0128,CASE-0402,Suspicious DNS Query,39.1,Suspicious DNS Query detected on DEV-0128-CORP with elevated correlation to deploy security patch.
REC-0402,DEV-0128,CASE-0402,Patch Violation,6.0,Patch Violation detected on DEV-0128-CORP with elevated correlation to deploy security patch.
REC-0402,DEV-0128,CASE-0402,Network Activity,11.0,Network Activity detected on DEV-0128-CORP with elevated correlation to deploy security patch.
REC-0402,DEV-0128,CASE-0402,Data Exfiltration Pattern,36.2,Data Exfiltration Pattern detected on DEV-0128-CORP with elevated correlation to deploy security patch.
REC-0402,DEV-0128,CASE-0402,Anomalous Process,7.7,Anomalous Process detected on DEV-0128-CORP with elevated correlation to deploy security patch.
REC-0082,DEV-0077,CASE-0082,Patch Violation,2.7,Patch Violation detected on DEV-0077-CORP with elevated correlation to deploy security patch.
REC-0082,DEV-0077,CASE-0082,Network Activity,0.7,Network Activity detected on DEV-0077-CORP with elevated correlation to deploy security patch.
REC-0082,DEV-0077,CASE-0082,Data Exfiltration Pattern,44.0,Data Exfiltration Pattern detected on DEV-0077-CORP with elevated correlation to deploy security patch.
REC-0082,DEV-0077,CASE-0082,Malware Signature,51.1,Malware Signature detected on DEV-0077-CORP with elevated correlation to deploy security patch.
REC-0082,DEV-0077,CASE-0082,Failed Logins,1.5,Failed Logins detected on DEV-0077-CORP with elevated correlation to deploy security patch.
REC-0517,DEV-0223,CASE-0517,Suspicious DNS Query,6.5,Suspicious DNS Query detected on DEV-0223-CORP with elevated correlation to quarantine device.
REC-0517,DEV-0223,CASE-0517,Network Activity,12.1,Network Activity detected on DEV-0223-CORP with elevated correlation to quarantine device.
REC-0517,DEV-0223,CASE-0517,Patch Violation,4.1,Patch Violation detected on DEV-0223-CORP with elevated correlation to quarantine device.
REC-0517,DEV-0223,CASE-0517,Data Exfiltration Pattern,77.3,Data Exfiltration Pattern detected on DEV-0223-CORP with elevated correlation to quarantine device.
REC-0223,DEV-0048,CASE-0223,Malware Signature,10.7,Malware Signature detected on DEV-0048-CORP with elevated correlation to isolate endpoint.
REC-0223,DEV-0048,CASE-0223,Data Exfiltration Pattern,17.0,Data Exfiltration Pattern detected on DEV-0048-CORP with elevated correlation to isolate endpoint.
REC-0223,DEV-0048,CASE-0223,Suspicious DNS Query,31.8,Suspicious DNS Query detected on DEV-0048-CORP with elevated correlation to isolate endpoint.
REC-0223,DEV-0048,CASE-0223,Anomalous Process,40.5,Anomalous Process detected on DEV-0048-CORP with elevated correlation to isolate endpoint.
REC-0247,DEV-0175,CASE-0247,Anomalous Process,5.2,Anomalous Process detected on DEV-0175-CORP with elevated correlation to isolate endpoint.
REC-0247,DEV-0175,CASE-0247,Malware Signature,32.5,Malware Signature detected on DEV-0175-CORP with elevated correlation to isolate endpoint.
REC-0247,DEV-0175,CASE-0247,Network Activity,7.2,Network Activity detected on DEV-0175-CORP with elevated correlation to isolate endpoint.
REC-0247,DEV-0175,CASE-0247,Data Exfiltration Pattern,39.2,Data Exfiltration Pattern detected on DEV-0175-CORP with elevated correlation to isolate endpoint.
REC-0247,DEV-0175,CASE-0247,Privilege Escalation,15.7,Privilege Escalation detected on DEV-0175-CORP with elevated correlation to isolate endpoint.
REC-0197,DEV-0008,CASE-0197,Network Activity,16.0,Network Activity detected on DEV-0008-CORP with elevated correlation to deploy security patch.
REC-0197,DEV-0008,CASE-0197,Malware Signature,33.5,Malware Signature detected on DEV-0008-CORP with elevated correlation to deploy security patch.
REC-0197,DEV-0008,CASE-0197,Privilege Escalation,50.5,Privilege Escalation detected on DEV-0008-CORP with elevated correlation to deploy security patch.
REC-0206,DEV-0214,CASE-0206,Anomalous Process,18.3,Anomalous Process detected on DEV-0214-CORP with elevated correlation to deploy security patch.
REC-0206,DEV-0214,CASE-0206,Data Exfiltration Pattern,38.2,Data Exfiltration Pattern detected on DEV-0214-CORP with elevated correlation to deploy security patch.
REC-0206,DEV-0214,CASE-0206,Patch Violation,5.2,Patch Violation detected on DEV-0214-CORP with elevated correlation to deploy security patch.
REC-0206,DEV-0214,CASE-0206,Privilege Escalation,38.2,Privilege Escalation detected on DEV-0214-CORP with elevated correlation to deploy security patch.
REC-0020,DEV-0234,CASE-0020,Malware Signature,69.6,Malware Signature detected on DEV-0234-CORP with elevated correlation to force password reset.
REC-0020,DEV-0234,CASE-0020,Privilege Escalation,1.5,Privilege Escalation detected on DEV-0234-CORP with elevated correlation to force password reset.
REC-0020,DEV-0234,CASE-0020,Suspicious DNS Query,0.5,Suspicious DNS Query detected on DEV-0234-CORP with elevated correlation to force password reset.
REC-0020,DEV-0234,CASE-0020,Patch Violation,19.6,Patch Violation detected on DEV-0234-CORP with elevated correlation to force password reset.
REC-0020,DEV-0234,CASE-0020,Network Activity,8.8,Network Activity detected on DEV-0234-CORP with elevated correlation to force password reset.
REC-0909,DEV-0198,CASE-0909,Data Exfiltration Pattern,36.3,Data Exfiltration Pattern detected on DEV-0198-CORP with elevated correlation to monitor device activity.
REC-0909,DEV-0198,CASE-0909,Anomalous Process,32.8,Anomalous Process detected on DEV-0198-CORP with elevated correlation to monitor device activity.
REC-0909,DEV-0198,CASE-0909,Suspicious DNS Query,29.7,Suspicious DNS Query detected on DEV-0198-CORP with elevated correlation to monitor device activity.
REC-0909,DEV-0198,CASE-0909,Patch Violation,1.2,Patch Violation detected on DEV-0198-CORP with elevated correlation to monitor device activity.
REC-0797,DEV-0117,CASE-0797,Suspicious DNS Query,23.0,Suspicious DNS Query detected on DEV-0117-CORP with elevated correlation to monitor device activity.
REC-0797,DEV-0117,CASE-0797,Network Activity,24.1,Network Activity detected on DEV-0117-CORP with elevated correlation to monitor device activity.
REC-0797,DEV-0117,CASE-0797,Anomalous Process,2.8,Anomalous Process detected on DEV-0117-CORP with elevated correlation to monitor device activity.
REC-0797,DEV-0117,CASE-0797,Failed Logins,8.9,Failed Logins detected on DEV-0117-CORP with elevated correlation to monitor device activity.
REC-0797,DEV-0117,CASE-0797,Privilege Escalation,41.2,Privilege Escalation detected on DEV-0117-CORP with elevated correlation to monitor device activity.
REC-0966,DEV-0128,CASE-0966,Privilege Escalation,29.1,Privilege Escalation detected on DEV-0128-CORP with elevated correlation to deploy security patch.
REC-0966,DEV-0128,CASE-0966,Data Exfiltration Pattern,4.8,Data Exfiltration Pattern detected on DEV-0128-CORP with elevated correlation to deploy security patch.
REC-0966,DEV-0128,CASE-0966,Suspicious DNS Query,31.4,Suspicious DNS Query detected on DEV-0128-CORP with elevated correlation to deploy security patch.
REC-0966,DEV-0128,CASE-0966,Malware Signature,34.8,Malware Signature detected on DEV-0128-CORP with elevated correlation to deploy security patch.
REC-0769,DEV-0078,CASE-0769,Network Activity,13.7,Network Activity detected on DEV-0078-CORP with elevated correlation to force password reset.
REC-0769,DEV-0078,CASE-0769,Data Exfiltration Pattern,46.9,Data Exfiltration Pattern detected on DEV-0078-CORP with elevated correlation to force password reset.
REC-0769,DEV-0078,CASE-0769,Privilege Escalation,22.0,Privilege Escalation detected on DEV-0078-CORP with elevated correlation to force password reset.
REC-0769,DEV-0078,CASE-0769,Failed Logins,14.6,Failed Logins detected on DEV-0078-CORP with elevated correlation to force password reset.
REC-0769,DEV-0078,CASE-0769,Malware Signature,2.9,Malware Signature detected on DEV-0078-CORP with elevated correlation to force password reset.
REC-0166,DEV-0176,CASE-0166,Privilege Escalation,6.6,Privilege Escalation detected on DEV-0176-CORP with elevated correlation to restrict network access.
REC-0166,DEV-0176,CASE-0166,Malware Signature,68.1,Malware Signature detected on DEV-0176-CORP with elevated correlation to restrict network access.
REC-0166,DEV-0176,CASE-0166,Patch Violation,4.9,Patch Violation detected on DEV-0176-CORP with elevated correlation to restrict network access.
REC-0166,DEV-0176,CASE-0166,Suspicious DNS Query,20.4,Suspicious DNS Query detected on DEV-0176-CORP with elevated correlation to restrict network access.
REC-0185,DEV-0243,CASE-0185,Network Activity,52.0,Network Activity detected on DEV-0243-CORP with elevated correlation to force password reset.
REC-0185,DEV-0243,CASE-0185,Data Exfiltration Pattern,37.8,Data Exfiltration Pattern detected on DEV-0243-CORP with elevated correlation to force password reset.
REC-0185,DEV-0243,CASE-0185,Suspicious DNS Query,10.2,Suspicious DNS Query detected on DEV-0243-CORP with elevated correlation to force password reset.
REC-0243,DEV-0039,CASE-0243,Failed Logins,18.7,Failed Logins detected on DEV-0039-CORP with elevated correlation to deploy security patch.
REC-0243,DEV-0039,CASE-0243,Privilege Escalation,72.5,Privilege Escalation detected on DEV-0039-CORP with elevated correlation to deploy security patch.
REC-0243,DEV-0039,CASE-0243,Patch Violation,8.9,Patch Violation detected on DEV-0039-CORP with elevated correlation to deploy security patch.
REC-0698,DEV-0225,CASE-0698,Malware Signature,56.8,Malware Signature detected on DEV-0225-CORP with elevated correlation to revoke admin credentials.
REC-0698,DEV-0225,CASE-0698,Network Activity,13.5,Network Activity detected on DEV-0225-CORP with elevated correlation to revoke admin credentials.
REC-0698,DEV-0225,CASE-0698,Anomalous Process,1.0,Anomalous Process detected on DEV-0225-CORP with elevated correlation to revoke admin credentials.
REC-0698,DEV-0225,CASE-0698,Suspicious DNS Query,28.6,Suspicious DNS Query detected on DEV-0225-CORP with elevated correlation to revoke admin credentials.
REC-0009,DEV-0036,CASE-0009,Failed Logins,28.7,Failed Logins detected on DEV-0036-CORP with elevated correlation to escalate to human review.
REC-0009,DEV-0036,CASE-0009,Malware Signature,24.8,Malware Signature detected on DEV-0036-CORP with elevated correlation to escalate to human review.
REC-0009,DEV-0036,CASE-0009,Privilege Escalation,18.1,Privilege Escalation detected on DEV-0036-CORP with elevated correlation to escalate to human review.
REC-0009,DEV-0036,CASE-0009,Network Activity,14.0,Network Activity detected on DEV-0036-CORP with elevated correlation to escalate to human review.
REC-0009,DEV-0036,CASE-0009,Anomalous Process,14.5,Anomalous Process detected on DEV-0036-CORP with elevated correlation to escalate to human review.
REC-0070,DEV-0009,CASE-0070,Anomalous Process,6.9,Anomalous Process detected on DEV-0009-CORP with elevated correlation to deploy security patch.
REC-0070,DEV-0009,CASE-0070,Suspicious DNS Query,50.1,Suspicious DNS Query detected on DEV-0009-CORP with elevated correlation to deploy security patch.
REC-0070,DEV-0009,CASE-0070,Patch Violation,24.9,Patch Violation detected on DEV-0009-CORP with elevated correlation to deploy security patch.
REC-0070,DEV-0009,CASE-0070,Malware Signature,12.9,Malware Signature detected on DEV-0009-CORP with elevated correlation to deploy security patch.
REC-0070,DEV-0009,CASE-0070,Network Activity,5.2,Network Activity detected on DEV-0009-CORP with elevated correlation to deploy security patch.
REC-0999,DEV-0134,CASE-0999,Network Activity,79.9,Network Activity detected on DEV-0134-CORP with elevated correlation to escalate to human review.
REC-0999,DEV-0134,CASE-0999,Failed Logins,1.3,Failed Logins detected on DEV-0134-CORP with elevated correlation to escalate to human review.
REC-0999,DEV-0134,CASE-0999,Anomalous Process,10.3,Anomalous Process detected on DEV-0134-CORP with elevated correlation to escalate to human review.
REC-0999,DEV-0134,CASE-0999,Suspicious DNS Query,1.8,Suspicious DNS Query detected on DEV-0134-CORP with elevated correlation to escalate to human review.
REC-0999,DEV-0134,CASE-0999,Malware Signature,6.8,Malware Signature detected on DEV-0134-CORP with elevated correlation to escalate to human review.
REC-0051,DEV-0079,CASE-0051,Network Activity,27.6,Network Activity detected on DEV-0079-CORP with elevated correlation to escalate to human review.
REC-0051,DEV-0079,CASE-0051,Malware Signature,25.3,Malware Signature detected on DEV-0079-CORP with elevated correlation to escalate to human review.
REC-0051,DEV-0079,CASE-0051,Suspicious DNS Query,0.3,Suspicious DNS Query detected on DEV-0079-CORP with elevated correlation to escalate to human review.
REC-0051,DEV-0079,CASE-0051,Patch Violation,14.8,Patch Violation detected on DEV-0079-CORP with elevated correlation to escalate to human review.
REC-0051,DEV-0079,CASE-0051,Data Exfiltration Pattern,31.9,Data Exfiltration Pattern detected on DEV-0079-CORP with elevated correlation to escalate to human review.
REC-0626,DEV-0122,CASE-0626,Privilege Escalation,23.2,Privilege Escalation detected on DEV-0122-CORP with elevated correlation to escalate to human review.
REC-0626,DEV-0122,CASE-0626,Network Activity,3.9,Network Activity detected on DEV-0122-CORP with elevated correlation to escalate to human review.
REC-0626,DEV-0122,CASE-0626,Patch Violation,72.9,Patch Violation detected on DEV-0122-CORP with elevated correlation to escalate to human review.
REC-0149,DEV-0126,CASE-0149,Network Activity,2.2,Network Activity detected on DEV-0126-CORP with elevated correlation to escalate to human review.
REC-0149,DEV-0126,CASE-0149,Privilege Escalation,20.2,Privilege Escalation detected on DEV-0126-CORP with elevated correlation to escalate to human review.
REC-0149,DEV-0126,CASE-0149,Anomalous Process,43.3,Anomalous Process detected on DEV-0126-CORP with elevated correlation to escalate to human review.
REC-0149,DEV-0126,CASE-0149,Suspicious DNS Query,34.4,Suspicious DNS Query detected on DEV-0126-CORP with elevated correlation to escalate to human review.
REC-0025,DEV-0144,CASE-0025,Privilege Escalation,60.1,Privilege Escalation detected on DEV-0144-CORP with elevated correlation to escalate to human review.
REC-0025,DEV-0144,CASE-0025,Anomalous Process,13.7,Anomalous Process detected on DEV-0144-CORP with elevated correlation to escalate to human review.
REC-0025,DEV-0144,CASE-0025,Data Exfiltration Pattern,26.2,Data Exfiltration Pattern detected on DEV-0144-CORP with elevated correlation to escalate to human review.
REC-0351,DEV-0152,CASE-0351,Data Exfiltration Pattern,18.4,Data Exfiltration Pattern detected on DEV-0152-CORP with elevated correlation to escalate to human review.
REC-0351,DEV-0152,CASE-0351,Patch Violation,46.5,Patch Violation detected on DEV-0152-CORP with elevated correlation to escalate to human review.
REC-0351,DEV-0152,CASE-0351,Malware Signature,17.7,Malware Signature detected on DEV-0152-CORP with elevated correlation to escalate to human review.
REC-0351,DEV-0152,CASE-0351,Anomalous Process,2.9,Anomalous Process detected on DEV-0152-CORP with elevated correlation to escalate to human review.
REC-0351,DEV-0152,CASE-0351,Suspicious DNS Query,14.5,Suspicious DNS Query detected on DEV-0152-CORP with elevated correlation to escalate to human review.
REC-0712,DEV-0242,CASE-0712,Failed Logins,30.8,Failed Logins detected on DEV-0242-CORP with elevated correlation to revoke admin credentials.
