recommendation_id,device_id,case_id,risk_level,requires_evidence_review,requires_impact_review,requires_written_justification
REC-0951,DEV-0100,CASE-0951,Critical,True,True,True
REC-0952,DEV-0245,CASE-0952,Medium,True,False,False
REC-0953,DEV-0141,CASE-0953,Medium,True,False,False
REC-0954,DEV-0038,CASE-0954,High,True,True,False
REC-0955,DEV-0072,CASE-0955,High,True,True,False
REC-0956,DEV-0136,CASE-0956,Medium,True,False,False
REC-0957,DEV-0248,CASE-0957,Medium,True,False,False
REC-0958,DEV-0113,CASE-0958,Medium,True,False,False
REC-0959,DEV-0001,CASE-0959,Medium,True,False,False
REC-0960,DEV-0042,CASE-0960,Medium,True,False,False
REC-0961,DEV-0052,CASE-0961,High,True,True,False
REC-0962,DEV-0189,CASE-0962,Low,False,False,False
REC-0963,DEV-0163,CASE-0963,Medium,True,False,False
REC-0964,DEV-0034,CASE-0964,Critical,True,True,True
REC-0965,DEV-0003,CASE-0965,Low,False,False,False
REC-0966,DEV-0128,CASE-0966,Critical,True,True,True
REC-0967,DEV-0099,CASE-0967,Medium,True,False,False
REC-0968,DEV-0177,CASE-0968,Low,False,False,False
REC-0969,DEV-0181,CASE-0969,High,True,True,False
REC-0970,DEV-0145,CASE-0970,High,True,True,False
REC-0971,DEV-0149,CASE-0971,High,True,True,False
REC-0972,DEV-0097,CASE-0972,High,True,True,False
REC-0973,DEV-0027,CASE-0973,Medium,True,False,False
REC-0974,DEV-0118,CASE-0974,Medium,True,False,False
REC-0975,DEV-0180,CASE-0975,Medium,True,False,False
REC-0976,DEV-0053,CASE-0976,Medium,True,False,False
REC-0977,DEV-0150,CASE-0977,Low,False,False,False
REC-0978,DEV-0090,CASE-0978,Low,False,False,False
REC-0979,DEV-0058,CASE-0979,High,True,True,False
REC-0980,DEV-0207,CASE-0980,High,True,True,False
REC-0981,DEV-0138,CASE-0981,Medium,True,False,False
REC-0982,DEV-0023,CASE-0982,Medium,True,False,False
REC-0983,DEV-0200,CASE-0983,High,True,True,False
REC-0984,DEV-0230,CASE-0984,Critical,True,True,True
REC-0985,DEV-0002,CASE-0985,High,True,True,False
REC-0986,DEV-0249,CASE-0986,Critical,True,True,True
REC-0987,DEV-0236,CASE-0987,Medium,True,False,False
REC-0988,DEV-0116,CASE-0988,Low,False,False,False
REC-0989,DEV-0041,CASE-0989,Medium,True,False,False
REC-0990,DEV-0082,CASE-0990,High,True,True,False
REC-0991,DEV-0033,CASE-0991,Medium,True,False,False
REC-0992,DEV-0182,CASE-0992,High,True,True,False
REC-0993,DEV-0015,CASE-0993,Medium,True,False,False
REC-0994,DEV-0135,CASE-0994,High,True,True,False
REC-0995,DEV-0099,CASE-0995,Low,False,False,False
REC-0996,DEV-0129,CASE-0996,High,True,True,False
REC-0997,DEV-0100,CASE-0997,Medium,True,False,False
REC-0998,DEV-0021,CASE-0998,Medium,True,False,False
REC-0999,DEV-0134,CASE-0999,High,True,True,False
REC-1000,DEV-0242,CASE-1000,Medium,True,False,False
