limitation_id,recommendation_id,limitation,severity,impact
LIM-00577,REC-0529,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00578,REC-0530,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00579,REC-0531,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00580,REC-0531,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00581,REC-0532,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00582,REC-0532,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00583,REC-0534,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00584,REC-0535,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00585,REC-0536,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00586,REC-0537,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00587,REC-0538,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00588,REC-0539,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00589,REC-0540,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00590,REC-0540,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00591,REC-0541,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00592,REC-0541,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00593,REC-0542,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00594,REC-0543,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00595,REC-0544,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00596,REC-0546,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00597,REC-0547,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00598,REC-0547,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00599,REC-0548,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00600,REC-0548,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00601,REC-0550,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00602,REC-0550,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00603,REC-0551,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00604,REC-0552,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00605,REC-0552,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00606,REC-0553,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00607,REC-0555,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00608,REC-0555,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00609,REC-0556,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00610,REC-0558,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00611,REC-0559,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00612,REC-0559,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00613,REC-0560,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00614,REC-0563,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00615,REC-0564,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00616,REC-0564,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00617,REC-0566,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00618,REC-0566,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00619,REC-0567,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00620,REC-0568,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00621,REC-0570,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00622,REC-0575,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00623,REC-0576,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00624,REC-0577,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00625,REC-0577,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00626,REC-0578,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00627,REC-0578,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00628,REC-0579,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00629,REC-0579,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00630,REC-0581,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00631,REC-0584,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00632,REC-0584,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00633,REC-0585,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00634,REC-0585,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00635,REC-0586,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00636,REC-0586,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00637,REC-0587,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00638,REC-0587,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00639,REC-0588,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00640,REC-0589,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00641,REC-0590,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00642,REC-0591,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00643,REC-0592,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00644,REC-0592,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00645,REC-0593,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00646,REC-0594,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00647,REC-0594,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00648,REC-0595,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00649,REC-0597,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00650,REC-0600,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00651,REC-0600,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00652,REC-0601,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00653,REC-0603,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00654,REC-0604,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00655,REC-0606,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00656,REC-0608,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00657,REC-0608,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00658,REC-0610,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00659,REC-0611,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00660,REC-0612,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00661,REC-0614,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00662,REC-0615,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00663,REC-0615,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00664,REC-0617,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00665,REC-0618,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00666,REC-0619,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00667,REC-0619,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00668,REC-0620,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00669,REC-0621,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00670,REC-0621,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00671,REC-0622,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00672,REC-0623,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00673,REC-0623,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00674,REC-0624,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00675,REC-0624,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00676,REC-0626,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00677,REC-0627,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00678,REC-0629,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00679,REC-0630,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00680,REC-0630,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00681,REC-0631,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00682,REC-0632,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00683,REC-0635,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00684,REC-0635,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00685,REC-0636,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00686,REC-0638,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00687,REC-0638,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00688,REC-0639,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00689,REC-0639,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00690,REC-0640,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00691,REC-0640,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00692,REC-0641,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00693,REC-0642,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00694,REC-0642,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00695,REC-0644,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00696,REC-0646,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00697,REC-0646,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00698,REC-0647,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00699,REC-0647,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00700,REC-0648,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00701,REC-0648,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00702,REC-0649,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00703,REC-0649,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00704,REC-0652,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00705,REC-0654,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00706,REC-0655,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00707,REC-0655,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00708,REC-0656,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00709,REC-0657,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00710,REC-0659,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00711,REC-0659,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00712,REC-0660,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00713,REC-0661,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00714,REC-0662,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00715,REC-0667,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00716,REC-0668,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00717,REC-0669,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00718,REC-0670,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00719,REC-0670,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00720,REC-0671,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00721,REC-0672,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00722,REC-0673,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00723,REC-0673,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00724,REC-0674,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00725,REC-0674,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00726,REC-0675,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00727,REC-0676,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00728,REC-0676,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00729,REC-0677,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00730,REC-0677,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00731,REC-0678,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00732,REC-0679,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00733,REC-0680,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00734,REC-0680,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00735,REC-0682,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00736,REC-0682,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00737,REC-0683,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00738,REC-0683,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00739,REC-0684,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00740,REC-0686,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00741,REC-0687,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00742,REC-0690,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00743,REC-0691,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00744,REC-0691,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00745,REC-0692,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00746,REC-0692,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00747,REC-0693,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00748,REC-0695,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00749,REC-0695,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00750,REC-0696,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00751,REC-0697,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00752,REC-0698,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00753,REC-0698,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00754,REC-0700,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00755,REC-0702,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00756,REC-0703,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00757,REC-0704,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00758,REC-0705,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00759,REC-0706,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00760,REC-0707,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00761,REC-0709,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00762,REC-0709,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00763,REC-0710,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00764,REC-0710,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00765,REC-0711,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00766,REC-0711,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00767,REC-0712,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00768,REC-0714,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00769,REC-0714,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00770,REC-0715,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00771,REC-0716,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00772,REC-0716,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00773,REC-0717,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00774,REC-0717,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00775,REC-0718,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00776,REC-0720,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00777,REC-0722,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00778,REC-0724,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00779,REC-0725,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00780,REC-0725,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00781,REC-0726,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00782,REC-0727,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00783,REC-0728,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00784,REC-0729,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00785,REC-0730,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00786,REC-0731,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00787,REC-0732,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00788,REC-0732,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00789,REC-0733,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00790,REC-0733,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00791,REC-0734,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00792,REC-0735,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00793,REC-0735,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00794,REC-0736,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00795,REC-0738,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00796,REC-0739,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00797,REC-0739,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00798,REC-0740,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00799,REC-0741,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00800,REC-0742,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00801,REC-0742,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00802,REC-0743,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00803,REC-0743,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00804,REC-0744,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00805,REC-0744,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00806,REC-0745,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00807,REC-0747,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00808,REC-0748,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00809,REC-0748,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00810,REC-0749,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00811,REC-0751,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00812,REC-0751,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00813,REC-0753,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00814,REC-0753,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00815,REC-0754,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00816,REC-0754,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00817,REC-0755,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00818,REC-0758,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00819,REC-0758,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00820,REC-0759,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00821,REC-0760,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00822,REC-0760,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00823,REC-0761,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00824,REC-0761,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00825,REC-0762,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00826,REC-0763,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00827,REC-0763,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00828,REC-0764,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00829,REC-0765,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00830,REC-0766,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00831,REC-0766,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00832,REC-0767,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00833,REC-0768,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00834,REC-0769,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00835,REC-0769,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00836,REC-0770,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00837,REC-0770,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00838,REC-0771,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00839,REC-0772,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00840,REC-0772,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00841,REC-0773,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00842,REC-0775,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00843,REC-0776,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00844,REC-0777,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00845,REC-0778,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00846,REC-0778,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00847,REC-0779,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00848,REC-0779,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00849,REC-0780,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00850,REC-0780,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00851,REC-0782,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00852,REC-0783,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00853,REC-0784,New device models,Low,Model behavior baseline not fully trained; using general device profiles.
LIM-00854,REC-0785,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00855,REC-0785,Missing telemetry data,High,Device telemetry unavailable for last 6 hours; security health checks degraded.
LIM-00856,REC-0786,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00857,REC-0788,Limited historical examples,Low,Rare incident type; pattern not seen in the last 180 days.
LIM-00858,REC-0789,Incomplete logs,Medium,Active Directory auth logs delayed; cannot cross-verify session continuity.
LIM-00859,REC-0790,Delayed event ingestion,Medium,SIEM log pipeline experiencing a 15-minute queue latency.
LIM-00860,REC-0791,Offline endpoints,Medium,Host is currently unreachable over VPN; cannot run live diagnostics.
LIM-00861,REC-0794,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
LIM-00862,REC-0794,Sparse threat intelligence,Low,IP address reputation has not been categorized by secondary feeds.
LIM-00863,REC-0795,Unknown device states,Medium,Device state unclear due to parallel endpoint configuration changes.
